"rep"	"ntaxa"	"delta"	"CIlo"	"CIhi"	"corr"
857	8	0	0	81.2	1
858	10	16.2	20.7	30.6	0
859	17	87	50.6	122.6	1
860	13	0	0	59.5	1
861	11	0	0	68.6	1
862	11	68.2	29	78.7	1
863	6	1.2	0	76.6	1
864	13	25.4	1.8	80	1
865	13	58.7	12.4	106.6	1
866	8	78.9	66.2	136.2	1
867	12	43.1	13.3	110.2	1
868	11	33.5	1.1	82.8	1
869	4	74.9	29	96.5	1
870	11	24.2	0	66.6	1
871	11	7.4	0	62.6	1
872	16	31.8	14.1	86.3	1
873	11	39.5	0	48.4	1
874	16	88.6	47.2	104.2	1
875	12	10.3	0	71.7	1
876	9	56	36.9	104.3	1
877	5	44.9	0	112.9	1
878	8	0	10.2	80.5	0
879	8	23.1	0	76.9	1
880	15	29.5	0	60.6	1
881	8	64.4	19	89.2	1
882	12	68.5	19.9	108.2	1
883	14	84.4	39.8	107.7	1
884	14	12.7	0	63.7	1
885	9	16.7	6.5	31.1	1
886	6	9.3	0	97.3	1
887	12	64.1	1.1	87.4	1
888	13	48.1	0	67.9	1
889	13	5.9	0	65.4	1
890	9	75.1	47.9	123.1	1
891	6	48.8	6.4	113.9	1
892	12	32.6	0	56.2	1
893	16	29.9	34.2	62.3	0
894	12	80.1	40.4	105.8	1
895	9	53.9	0	91.6	1
896	15	77.6	41.4	120.5	1
897	10	7.9	0	45	1
898	8	31.4	0	52.7	1
899	7	86.4	46.5	137.2	1
900	15	3.4	0	54.9	1
901	9	12	0	54	1
902	13	19.9	2.4	69.5	1
903	7	89	65.2	144.7	1
904	8	47.1	0	76	1
905	12	63.9	0	86.4	1
906	13	25.3	0	64.1	1
907	8	84.4	58.1	145.3	1
908	4	66.4	6.9	70.7	1
909	15	84.5	55.1	128.9	1
910	9	89.6	56.2	113.3	1
911	13	0	0	37.5	1
912	7	87.8	43.7	116.3	1
913	17	45.9	35.4	67.2	1
914	6	20.8	0	45.4	1
915	18	11.6	0	66.3	1
916	6	58.5	43.1	98.6	1
917	14	24.4	46.3	64.7	0
918	7	66.5	33.4	126.1	1
919	12	51.9	31.2	72	1
920	11	0	0	45.6	1
921	12	18	0	72.1	1
922	9	3	4.5	26.6	0
923	8	23.3	12.1	28.6	1
924	8	30.9	1.6	89.5	1
925	15	36.1	0	58.6	1
926	12	14.4	0	79	1
927	15	0.5	32.9	40.3	0
928	17	22.8	20.4	102.8	1
929	9	31.9	0	98.7	1
930	11	6	0	67.9	1
931	7	51.8	3.4	86.5	1
932	8	68.3	11.9	127.6	1
933	12	24.6	0	105.2	1
934	11	0	0	55.3	1
935	9	64	42.9	127.8	1
936	10	80.7	44.5	102.2	1
937	10	47	0	68.7	1
938	11	38.6	0	44	1
939	8	77.1	37.1	144	1
940	11	2.1	20	88	0
941	11	29.7	0	82	1
942	8	63.1	0.9	97.4	1
943	15	45.2	0	49.3	1
944	8	79.5	23.3	100.3	1
945	10	46.4	2.2	61.6	1
946	5	0	0	53.9	1
947	4	61.5	49.7	167.4	1
948	13	32.8	0	55.3	1
949	9	28.8	0	48.1	1
950	7	77.3	45.7	128.4	1
951	9	67.2	18.7	90.9	1
952	12	27.9	15.5	92.4	1
953	9	27.5	0	59.6	1
954	7	74	0	60.4	0
955	13	58.5	2.3	86.6	1
956	8	79.4	49.5	131.2	1
957	6	4.2	0	99.3	1
958	12	36.8	0	65	1
959	16	64	19.9	79.8	1
960	4	0	0	64.7	1
961	13	17.5	0	61.3	1
962	12	60.8	2.6	79.1	1
963	12	25.1	0	78.4	1
964	9	14.2	0	37.6	1
965	10	20.5	27.2	61.7	0
966	13	75.2	29.6	82.5	1
967	13	62.7	15.8	96.6	1
968	11	57.9	0	76	1
969	11	19.3	0	82.9	1
970	8	15.7	0	85.3	1
971	7	18.7	0	40	1
972	5	17.8	0	67.8	1
973	6	59	32.2	79.1	1
974	9	84.9	33.7	108.7	1
975	14	61.5	7.1	105.5	1
976	8	11.1	0	71.7	1
977	8	4.2	0	97.4	1
978	9	0	0	82.4	1
979	5	50.9	24.6	135.5	1
980	9	85.8	40.3	115	1
981	7	0	0	60.6	1
982	7	75.3	28.6	106.1	1
983	14	0	0	67	1
984	8	3.7	0	36.1	1
985	13	63.1	41.7	73.7	1
986	10	44.8	0	83.1	1
987	8	7.5	0	67.6	1
988	12	26.7	0	78.9	1
989	11	38.2	0	63.7	1
990	9	1.9	0	76.5	1
991	11	63.7	26.6	118.1	1
992	16	44	0	57.1	1
993	11	45.4	0	54.7	1
994	13	49.1	0	65.5	1
995	12	4.5	0	69.5	1
996	12	37.2	0	66.3	1
997	14	0	12.4	56.7	0
998	10	66.8	26.3	106.9	1
999	13	10.2	0	36.1	1
1000	8	15.3	0	74.6	1
